rk,player,nation,pos,squad,age,born,playing_time_mp,playing_time_starts,playing_time_min,playing_time_90s,performance_gls,performance_ast,performance_g_plus_a,performance_g_minus_pk,performance_pk,performance_pkatt,performance_crdy,performance_crdr,expected_xg,expected_npxg,expected_xag,expected_npxg_plus_xag,progression_prgc,progression_prgp,progression_prgr,gls_per90,astgls_per90,g_plus_agls_per90,g_minus_pkgls_per90,g_plus_a_minus_pkgls_per90,xggls_per90,xaggls_per90,xg_plus_xaggls_per90,npxggls_per90,npxg_plus_xaggls_per90,90s,att,pass_types_live,pass_types_dead,pass_types_fk,pass_types_tb,pass_types_sw,pass_types_crs,pass_types_ti,pass_types_ck,corner_kicks_in,corner_kicks_out,corner_kicks_str,outcomes_cmp,outcomes_off,outcomes_blocks,performance_2crdy,performance_fls,performance_fld,performance_off,performance_crs,performance_int,performance_tklw,performance_pkwon,performance_pkcon,performance_og,performance_recov,aerialduels_won,aerialduels_lost,aerialduels_won_pct,sca_sca,sca_sca90,sca_types_passlive,sca_types_passdead,sca_types_to,sca_types_sh,sca_types_fld,sca_types_def,gca_gca,gca_gca90,gca_types_passlive,gca_types_passdead,gca_types_to,gca_types_sh,gca_types_fld,gca_types_def,touches_touches,touches_def_pen,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen,touches_live,take_ons_att,take_ons_succ,take_ons_succ_pct,take_ons_tkld,take_ons_tkld_pct,carries_carries,carries_totdist,carries_prgdist,carries_prgc,carries_1_per_3,carries_cpa,carries_mis,carries_dis,receiving_rec,receiving_prgr,playingtime_mp,playingtime_min,playingtime_mn_per_mp,playingtime_min_pct,playingtime_90s,starts_starts,starts_mn_per_start,starts_compl,subs_subs,subs_mn_per_sub,subs_unsub,teamsuccess_ppm,teamsuccess_ong,teamsuccess_onga,teamsuccess_plus_minus,teamsuccess_plus_minus90,teamsuccess_on_minus_off,teamsuccessxg_onxg,teamsuccessxg_onxga,teamsuccessxg_xg_plus_minus,teamsuccessxg_xg_plus_minus90,teamsuccessxg_on_minus_off,unnamed:_0,goals_ga,goals_pka,goals_fk,goals_ck,goals_og,expected_psxg,expected_psxg_per_sot,expected_psxg_plus_minus,expected_per_90,launched_cmp,launched_att,launched_cmp_pct,passes_att_gk,passes_thr,passes_launch_pct,passes_avglen,goal_kicks_att,goal_kicks_launch_pct,goal_kicks_avglen,crosses_opp,crosses_stp,crosses_stp_pct,sweeper_#opa,sweeper_#opa_per_90,sweeper_avgdist,tackles_tkl,tackles_tklw,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenges_tkl,challenges_att,challenges_tkl_pct,challenges_lost,blocks_blocks,blocks_sh,blocks_pass,int,tkl_plus_int,clr,err,performance_ga,performance_ga90,performance_sota,performance_saves,performance_save_pct,performance_w,performance_d,performance_l,performance_cs,performance_cs_pct,penalty_kicks_pkatt,penalty_kicks_pka,penalty_kicks_pksv,penalty_kicks_pkm,penalty_kicks_save_pct,total_cmp,total_att,total_cmp_pct,total_totdist,total_prgdist,short_cmp,short_att,short_cmp_pct,medium_cmp,medium_att,medium_cmp_pct,long_cmp,long_att,long_cmp_pct,expected_ast,expected_xa,expected_a_minus_xag,expected_kp,expected_1_per_3,expected_ppa,expected_crspa,expected_prgp,standard_gls,standard_sh,standard_sot,standard_sot_pct,standard_sh_per_90,standard_sot_per_90,standard_g_per_sh,standard_g_per_sot,standard_dist,standard_fk,standard_pk,standard_pkatt,expected_npxg_per_sh,expected_g_minus_xg,expected_np:g_minus_xg,main_pos
158.0,Odsonne Édouard,fr FRA,"MF,FW",Crystal Palace,26.0,1998.0,2.0,1.0,115.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.4,3.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.31,0.04,0.34,0.31,0.34,1.3,28.0,28.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,2.0,0.0,4.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,4.0,20.0,1.0,0.78,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,1.0,4.0,23.0,18.0,8.0,45.0,1.0,0.0,0.0,1.0,100.0,24.0,117.0,56.0,3.0,1.0,2.0,4.0,1.0,26.0,7.0,2.0,115.0,58.0,3.4,1.3,1.0,70.0,0.0,1.0,45.0,0.0,0.0,1.0,2.0,-1.0,-0.78,-0.81,1.7,2.1,-0.4,-0.28,-0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,17.0,28.0,60.7,230.0,46.0,11.0,16.0,68.8,4.0,7.0,57.1,1.0,1.0,100.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,4.0,0.0,5.0,1.0,20.0,3.91,0.78,0.0,0.0,20.9,0.0,0.0,0.0,0.08,-0.4,-0.4,MF
159.0,Odsonne Édouard,fr FRA,FW,Leicester City,26.0,1998.0,4.0,0.0,29.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.13,0.0,0.13,0.3,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,50.0,2.0,6.21,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1.0,2.0,7.0,11.0,6.0,20.0,2.0,1.0,50.0,1.0,50.0,11.0,25.0,2.0,0.0,0.0,1.0,7.0,2.0,13.0,2.0,4.0,29.0,7.0,0.8,0.3,0.0,,0.0,4.0,7.0,3.0,1.0,0.0,1.0,-1.0,-3.1,-1.88,0.1,1.6,-1.5,-4.64,-3.64,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,6.0,8.0,75.0,59.0,5.0,3.0,4.0,75.0,1.0,1.0,100.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,FW
,Odysseas Vlachodimos,,,Newcastle Utd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,0.0,0.0,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAN
8.0,Ola Aina,ng NGA,DF,Nott'ham Forest,27.0,1996.0,35.0,35.0,2995.0,33.3,2.0,1.0,3.0,2.0,0.0,0.0,5.0,0.0,0.6,0.6,1.4,2.1,67.0,107.0,67.0,0.06,0.03,0.09,0.06,0.09,0.02,0.04,0.06,0.02,0.06,33.3,1352.0,1071.0,279.0,15.0,0.0,4.0,59.0,264.0,0.0,0.0,0.0,0.0,994.0,2.0,46.0,0.0,23.0,35.0,2.0,59.0,33.0,42.0,0.0,1.0,0.0,190.0,13.0,19.0,40.6,62.0,1.86,49.0,5.0,3.0,1.0,3.0,1.0,4.0,0.12,3.0,0.0,0.0,0.0,0.0,1.0,1708.0,156.0,613.0,717.0,409.0,22.0,1708.0,72.0,33.0,45.8,27.0,37.5,749.0,4798.0,2787.0,67.0,46.0,10.0,44.0,22.0,822.0,67.0,35.0,2995.0,86.0,87.6,33.3,35.0,86.0,28.0,0.0,,0.0,1.77,55.0,39.0,16.0,0.48,1.33,41.2,39.4,1.9,0.06,1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0,42.0,39.0,15.0,1.0,36.0,64.0,56.3,28.0,34.0,12.0,22.0,33.0,88.0,115.0,4.0,,,,,,,,,,,,,,,,994.0,1352.0,73.5,15371.0,6297.0,530.0,598.0,88.6,374.0,502.0,74.5,57.0,166.0,34.3,1.0,2.2,-0.4,16.0,85.0,23.0,11.0,107.0,2.0,11.0,2.0,18.2,0.33,0.06,0.18,1.0,26.1,0.0,0.0,0.0,0.06,1.4,1.4,DF
18.0,Olabade Aluko,,DF,Leicester City,,,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,1.0,0.0,6.0,1.0,0.0,0.0,1.0,100.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,2.0,0.1,0.0,0.0,,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.24,0.0,0.0,0.0,-2.09,-1.06,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,1.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,3.0,5.0,60.0,39.0,0.0,2.0,3.0,66.7,1.0,2.0,50.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,DF
572.0,Oleksandr Zinchenko,ua UKR,"DF,MF",Arsenal,27.0,1996.0,15.0,5.0,527.0,5.9,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.6,0.6,0.2,0.8,10.0,48.0,14.0,0.0,0.17,0.17,0.0,0.17,0.11,0.03,0.14,0.11,0.14,5.9,451.0,399.0,49.0,14.0,2.0,3.0,13.0,33.0,1.0,0.0,0.0,0.0,382.0,3.0,3.0,0.0,8.0,3.0,1.0,13.0,5.0,1.0,0.0,0.0,0.0,19.0,12.0,11.0,52.2,22.0,3.76,17.0,1.0,1.0,2.0,1.0,0.0,2.0,0.34,2.0,0.0,0.0,0.0,0.0,0.0,499.0,16.0,86.0,233.0,181.0,20.0,499.0,5.0,3.0,60.0,1.0,20.0,281.0,1348.0,573.0,10.0,8.0,3.0,3.0,4.0,348.0,14.0,15.0,527.0,35.0,15.4,5.9,5.0,72.0,1.0,10.0,17.0,16.0,1.87,9.0,1.0,8.0,1.37,0.53,8.7,3.1,5.6,0.95,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1.0,1.0,3.0,2.0,3.0,8.0,37.5,5.0,8.0,1.0,7.0,5.0,11.0,10.0,0.0,,,,,,,,,,,,,,,,382.0,451.0,84.7,6080.0,1345.0,204.0,220.0,92.7,154.0,175.0,88.0,17.0,37.0,45.9,1.0,0.5,0.8,3.0,30.0,11.0,3.0,48.0,0.0,10.0,0.0,0.0,1.71,0.0,0.0,,19.6,1.0,0.0,0.0,0.07,-0.6,-0.6,DF
459.0,Oliver Scarles,eng ENG,"DF,FW",West Ham,18.0,2005.0,15.0,7.0,665.0,7.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.1,0.2,12.0,22.0,44.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.03,0.01,0.03,7.4,372.0,333.0,36.0,4.0,1.0,1.0,15.0,32.0,0.0,0.0,0.0,0.0,293.0,3.0,5.0,0.0,5.0,3.0,1.0,15.0,11.0,11.0,0.0,0.0,0.0,34.0,6.0,6.0,50.0,6.0,0.81,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,466.0,32.0,159.0,179.0,133.0,9.0,466.0,7.0,2.0,28.6,5.0,71.4,219.0,871.0,483.0,12.0,9.0,2.0,12.0,3.0,272.0,44.0,15.0,665.0,44.0,19.4,7.4,7.0,70.0,2.0,8.0,22.0,6.0,1.13,6.0,9.0,-3.0,-0.41,0.02,8.3,9.9,-1.6,-0.22,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,11.0,17.0,3.0,1.0,14.0,22.0,63.6,8.0,14.0,2.0,12.0,11.0,32.0,26.0,0.0,,,,,,,,,,,,,,,,293.0,372.0,78.8,4388.0,1151.0,174.0,196.0,88.8,106.0,126.0,84.1,11.0,37.0,29.7,0.0,0.1,-0.1,2.0,10.0,5.0,1.0,22.0,0.0,3.0,0.0,0.0,0.41,0.0,0.0,,20.2,0.0,0.0,0.0,0.04,-0.1,-0.1,DF
477.0,Oliver Skipp,eng ENG,MF,Leicester City,23.0,2000.0,24.0,10.0,1129.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.4,0.4,0.3,0.6,16.0,35.0,19.0,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.05,0.03,0.05,12.5,502.0,497.0,4.0,3.0,2.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,419.0,1.0,12.0,0.0,21.0,13.0,0.0,5.0,11.0,4.0,0.0,0.0,0.0,46.0,12.0,6.0,66.7,15.0,1.2,13.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,612.0,29.0,141.0,383.0,92.0,9.0,612.0,12.0,7.0,58.3,5.0,41.7,347.0,1392.0,644.0,16.0,7.0,3.0,12.0,7.0,419.0,19.0,24.0,1129.0,47.0,33.0,12.5,10.0,74.0,3.0,14.0,28.0,11.0,0.79,12.0,26.0,-14.0,-1.12,0.18,11.2,25.4,-14.1,-1.13,-0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,4.0,6.0,12.0,3.0,9.0,15.0,60.0,6.0,23.0,7.0,16.0,11.0,32.0,11.0,2.0,,,,,,,,,,,,,,,,419.0,502.0,83.5,6399.0,1568.0,214.0,247.0,86.6,163.0,178.0,91.6,21.0,36.0,58.3,0.0,0.3,-0.3,9.0,32.0,4.0,0.0,35.0,0.0,5.0,1.0,20.0,0.4,0.08,0.0,0.0,19.4,0.0,0.0,0.0,0.07,-0.4,-0.4,MF
,Oliwier Zych,,,Aston Villa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,0.0,0.0,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAN
548.0,Ollie Watkins,eng ENG,FW,Aston Villa,28.0,1995.0,38.0,31.0,2598.0,28.9,16.0,8.0,24.0,14.0,2.0,2.0,2.0,0.0,15.3,13.8,3.3,17.1,55.0,31.0,165.0,0.55,0.28,0.83,0.48,0.76,0.53,0.12,0.65,0.48,0.59,28.9,424.0,415.0,6.0,0.0,1.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,307.0,3.0,17.0,0.0,29.0,33.0,16.0,7.0,8.0,7.0,2.0,0.0,0.0,43.0,52.0,71.0,42.3,53.0,1.84,36.0,0.0,4.0,7.0,6.0,0.0,12.0,0.42,8.0,0.0,1.0,1.0,2.0,0.0,695.0,18.0,50.0,248.0,407.0,168.0,693.0,41.0,10.0,24.4,27.0,65.9,409.0,2243.0,1125.0,55.0,21.0,38.0,60.0,50.0,552.0,165.0,38.0,2598.0,68.0,76.0,28.9,31.0,78.0,11.0,7.0,25.0,0.0,1.74,49.0,40.0,9.0,0.31,0.53,43.8,38.7,5.1,0.18,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,7.0,0.0,6.0,4.0,3.0,11.0,27.3,8.0,11.0,3.0,8.0,8.0,18.0,15.0,2.0,,,,,,,,,,,,,,,,307.0,424.0,72.4,3915.0,656.0,192.0,246.0,78.0,85.0,110.0,77.3,9.0,13.0,69.2,8.0,2.1,4.7,24.0,12.0,13.0,0.0,31.0,16.0,82.0,36.0,43.9,2.84,1.25,0.17,0.39,12.1,0.0,2.0,2.0,0.17,0.7,0.2,FW
332.0,Omar Marmoush,eg EGY,"FW,MF",Manchester City,25.0,1999.0,16.0,14.0,1175.0,13.1,7.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,5.5,5.5,2.8,8.3,29.0,37.0,78.0,0.54,0.0,0.54,0.54,0.54,0.42,0.21,0.64,0.42,0.64,13.1,318.0,291.0,24.0,4.0,2.0,0.0,28.0,1.0,14.0,8.0,3.0,0.0,252.0,3.0,3.0,0.0,15.0,20.0,10.0,28.0,6.0,8.0,1.0,0.0,0.0,37.0,5.0,11.0,31.3,39.0,2.99,22.0,3.0,2.0,5.0,7.0,0.0,2.0,0.15,1.0,0.0,0.0,0.0,1.0,0.0,504.0,6.0,34.0,152.0,326.0,68.0,504.0,46.0,20.0,43.5,21.0,45.7,320.0,1975.0,960.0,29.0,20.0,15.0,45.0,19.0,361.0,78.0,16.0,1175.0,73.0,34.4,13.1,14.0,82.0,4.0,2.0,15.0,0.0,2.06,26.0,12.0,14.0,1.07,0.51,23.9,14.1,9.8,0.75,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,8.0,2.0,9.0,2.0,8.0,16.0,50.0,8.0,15.0,1.0,14.0,6.0,19.0,3.0,0.0,,,,,,,,,,,,,,,,252.0,318.0,79.2,3443.0,849.0,164.0,193.0,85.0,69.0,88.0,78.4,9.0,16.0,56.3,0.0,2.1,-2.8,15.0,10.0,29.0,4.0,37.0,7.0,49.0,17.0,34.7,3.75,1.3,0.14,0.41,18.6,7.0,0.0,0.0,0.11,1.5,1.5,FW
247.0,Omari Hutchinson,eng ENG,"MF,FW",Ipswich Town,20.0,2003.0,31.0,30.0,2583.0,28.7,3.0,2.0,5.0,3.0,0.0,0.0,5.0,0.0,2.9,2.9,3.5,6.4,97.0,75.0,159.0,0.1,0.07,0.17,0.1,0.17,0.1,0.12,0.22,0.1,0.22,28.7,885.0,807.0,70.0,1.0,4.0,2.0,81.0,8.0,5.0,5.0,0.0,0.0,690.0,8.0,39.0,0.0,30.0,46.0,6.0,81.0,11.0,13.0,0.0,0.0,0.0,110.0,6.0,26.0,18.8,81.0,2.82,59.0,0.0,9.0,6.0,5.0,2.0,6.0,0.21,6.0,0.0,0.0,0.0,0.0,0.0,1259.0,17.0,200.0,516.0,567.0,92.0,1259.0,137.0,51.0,37.2,68.0,49.6,779.0,6035.0,2976.0,97.0,39.0,37.0,80.0,58.0,893.0,159.0,31.0,2583.0,83.0,75.5,28.7,30.0,85.0,18.0,1.0,24.0,1.0,0.55,25.0,61.0,-36.0,-1.25,-0.18,25.8,50.0,-24.2,-0.84,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,13.0,14.0,10.0,8.0,13.0,48.0,27.1,35.0,27.0,2.0,25.0,11.0,43.0,15.0,1.0,,,,,,,,,,,,,,,,690.0,885.0,78.0,10875.0,2022.0,353.0,399.0,88.5,283.0,339.0,83.5,38.0,73.0,52.1,2.0,2.5,-1.5,31.0,45.0,27.0,15.0,75.0,3.0,45.0,18.0,40.0,1.57,0.63,0.07,0.17,19.6,4.0,0.0,0.0,0.06,0.1,0.1,MF
329.0,Orel Mangala,be BEL,MF,Everton,26.0,1998.0,19.0,14.0,1261.0,14.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.1,1.1,0.6,1.8,6.0,34.0,19.0,0.07,0.0,0.07,0.07,0.07,0.08,0.05,0.13,0.08,0.13,14.0,490.0,485.0,4.0,3.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,437.0,1.0,10.0,0.0,24.0,17.0,2.0,6.0,21.0,8.0,0.0,0.0,0.0,49.0,6.0,8.0,42.9,24.0,1.72,17.0,1.0,2.0,3.0,1.0,0.0,1.0,0.07,0.0,0.0,0.0,0.0,1.0,0.0,621.0,22.0,133.0,335.0,157.0,13.0,621.0,24.0,14.0,58.3,9.0,37.5,298.0,1574.0,576.0,6.0,6.0,3.0,12.0,12.0,406.0,19.0,19.0,1261.0,66.0,36.9,14.0,14.0,84.0,10.0,5.0,18.0,0.0,1.21,13.0,10.0,3.0,0.21,0.42,14.2,16.8,-2.6,-0.19,-0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,8.0,3.0,11.0,2.0,5.0,8.0,62.5,3.0,8.0,3.0,5.0,21.0,37.0,24.0,1.0,,,,,,,,,,,,,,,,437.0,490.0,89.2,6998.0,1567.0,219.0,242.0,90.5,187.0,197.0,94.9,23.0,30.0,76.7,0.0,0.6,-0.6,8.0,50.0,8.0,1.0,34.0,1.0,16.0,6.0,37.5,1.14,0.43,0.06,0.17,22.1,0.0,0.0,0.0,0.07,-0.1,-0.1,MF
61.0,Oscar Bobb,no NOR,FW,Manchester City,21.0,2003.0,3.0,0.0,16.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.41,0.0,0.41,0.2,15.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,2.0,11.25,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,2.0,6.0,7.0,0.0,15.0,2.0,2.0,100.0,0.0,0.0,10.0,67.0,32.0,1.0,0.0,0.0,0.0,0.0,13.0,1.0,3.0,16.0,5.0,0.5,0.2,0.0,,0.0,3.0,5.0,0.0,3.0,0.0,1.0,-1.0,-5.63,-6.39,0.2,0.5,-0.3,-1.6,-2.14,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,13.0,15.0,86.7,169.0,33.0,8.0,10.0,80.0,4.0,4.0,100.0,0.0,0.0,,0.0,0.0,-0.1,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,FW
,Oyindamola Ajayi,,,Tottenham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,0.0,0.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAN
455.0,Pablo Sarabia,es ESP,"MF,FW",Wolves,32.0,1992.0,23.0,7.0,814.0,9.0,3.0,2.0,5.0,3.0,0.0,0.0,3.0,0.0,2.9,2.9,1.8,4.6,15.0,60.0,62.0,0.33,0.22,0.55,0.33,0.55,0.32,0.19,0.51,0.32,0.51,9.0,445.0,372.0,65.0,22.0,5.0,2.0,47.0,10.0,24.0,22.0,2.0,0.0,308.0,8.0,19.0,0.0,16.0,15.0,5.0,47.0,4.0,8.0,0.0,0.0,0.0,34.0,5.0,14.0,26.3,28.0,3.1,20.0,6.0,2.0,0.0,0.0,0.0,5.0,0.55,4.0,0.0,1.0,0.0,0.0,0.0,552.0,4.0,58.0,271.0,226.0,24.0,552.0,15.0,6.0,40.0,7.0,46.7,325.0,1497.0,731.0,15.0,15.0,0.0,22.0,14.0,387.0,62.0,23.0,814.0,35.0,23.8,9.0,7.0,63.0,0.0,16.0,23.0,7.0,1.25,14.0,19.0,-5.0,-0.55,-0.21,11.9,15.7,-3.7,-0.41,-0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,8.0,4.0,8.0,4.0,10.0,16.0,62.5,6.0,10.0,0.0,10.0,4.0,20.0,7.0,1.0,,,,,,,,,,,,,,,,308.0,445.0,69.2,5160.0,1909.0,144.0,165.0,87.3,110.0,147.0,74.8,36.0,80.0,45.0,2.0,1.9,0.2,15.0,39.0,20.0,3.0,60.0,3.0,17.0,8.0,47.1,1.88,0.88,0.18,0.38,18.9,2.0,0.0,0.0,0.17,0.1,0.1,MF
336.0,Pape Matar Sarr,sn SEN,MF,Tottenham,21.0,2002.0,36.0,22.0,1913.0,21.3,3.0,2.0,5.0,3.0,0.0,0.0,6.0,0.0,3.7,3.7,1.6,5.3,33.0,88.0,53.0,0.14,0.09,0.24,0.14,0.24,0.17,0.08,0.25,0.17,0.25,21.3,1029.0,999.0,26.0,9.0,1.0,3.0,14.0,12.0,0.0,0.0,0.0,0.0,889.0,4.0,20.0,0.0,34.0,35.0,2.0,14.0,30.0,36.0,0.0,1.0,0.0,115.0,34.0,45.0,43.0,45.0,2.12,35.0,2.0,2.0,4.0,0.0,2.0,7.0,0.33,5.0,0.0,1.0,1.0,0.0,0.0,1253.0,47.0,274.0,699.0,302.0,28.0,1253.0,30.0,11.0,36.7,16.0,53.3,772.0,4547.0,1918.0,33.0,37.0,5.0,29.0,22.0,872.0,53.0,36.0,1913.0,53.0,55.9,21.3,22.0,70.0,6.0,14.0,27.0,2.0,0.97,34.0,38.0,-4.0,-0.19,-0.37,31.0,36.7,-5.7,-0.27,-0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,49.0,36.0,19.0,23.0,7.0,12.0,25.0,48.0,13.0,26.0,10.0,16.0,30.0,79.0,25.0,1.0,,,,,,,,,,,,,,,,889.0,1029.0,86.4,13609.0,3128.0,462.0,509.0,90.8,347.0,386.0,89.9,45.0,62.0,72.6,2.0,0.8,0.4,15.0,85.0,12.0,2.0,88.0,3.0,34.0,13.0,38.2,1.6,0.61,0.09,0.23,20.9,0.0,0.0,0.0,0.11,-0.7,-0.7,MF
